batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT01963,2022-10-16,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.66,5.23,33.2,1.78,True,False,stable
BAT01486,2022-10-16,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,97.82,1.37,32.2,1.62,True,True,stable
BAT01602,2022-10-16,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,95.57,1.22,28.1,1.08,True,True,stable
BAT01785,2022-10-17,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,81.89,9.39,43.5,3.23,True,False,declining
BAT00604,2022-10-17,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,94.89,3.17,35.5,1.43,True,False,stable
BAT00686,2022-10-18,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.28,8.64,37.3,2.04,True,False,stable
BAT00415,2022-10-18,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,80.68,9.33,45.6,2.75,True,False,declining
BAT01192,2022-10-18,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.84,1.91,31.3,1.74,True,True,stable
BAT01242,2022-10-20,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.66,2.0,30.4,1.29,True,True,stable
BAT01820,2022-10-20,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,94.58,2.25,31.1,2.03,True,False,stable
BAT01077,2022-10-20,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,80.58,9.29,36.2,2.23,True,False,stable
BAT01947,2022-10-22,DRG013,Omeprazole,SUP025,Lupin API Division,89.02,5.59,35.7,1.71,True,False,stable
BAT00186,2022-10-23,DRG005,Glimepiride,SUP002,Cipla Chemical Works,88.77,4.3,33.2,1.61,True,False,stable
BAT00428,2022-10-24,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,82.24,9.58,49.0,2.69,False,False,declining
BAT00672,2022-10-25,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,83.83,8.51,36.8,1.66,True,False,stable
BAT01850,2022-10-25,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.47,2.21,32.3,1.12,True,False,stable
BAT01625,2022-10-25,DRG001,Lisinopril,SUP020,Teva API Israel,93.63,3.24,34.9,1.16,True,False,stable
BAT01874,2022-10-26,DRG001,Lisinopril,SUP025,Lupin API Division,89.16,5.12,36.4,1.78,True,False,stable
BAT00139,2022-10-26,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,88.9,5.75,36.8,1.74,True,False,stable
BAT01919,2022-10-27,DRG006,Ibuprofen,SUP025,Lupin API Division,90.39,5.32,37.0,1.65,True,False,stable
BAT01193,2022-10-27,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.66,1.49,31.0,1.49,True,True,stable
BAT01148,2022-10-27,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.39,1.12,31.6,1.36,True,True,stable
BAT00118,2022-10-28,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.36,5.67,35.7,2.0,True,False,stable
BAT01090,2022-10-28,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.44,1.67,34.9,2.12,True,True,stable
BAT00205,2022-10-29,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,90.11,5.15,36.4,2.38,True,False,stable
BAT01920,2022-10-29,DRG006,Ibuprofen,SUP025,Lupin API Division,88.53,6.45,35.0,2.43,True,False,stable
BAT00899,2022-10-30,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.02,8.38,40.7,1.59,True,False,stable
BAT01747,2022-10-31,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,85.93,6.46,31.9,2.15,True,False,stable
BAT01128,2022-10-31,DRG005,Glimepiride,SUP010,Novartis API GmbH,96.74,1.4,32.2,1.29,True,True,stable
BAT00084,2022-10-31,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.58,6.33,37.8,1.86,False,False,stable
BAT01560,2022-11-01,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.45,1.6,33.6,1.36,True,True,stable
BAT00480,2022-11-01,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,82.22,9.63,45.2,1.9,True,False,declining
BAT01020,2022-11-01,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.61,9.69,38.9,1.6,True,False,stable
BAT00933,2022-11-02,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.86,8.35,33.9,1.98,True,False,stable
BAT01021,2022-11-02,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.55,9.43,35.7,1.78,True,False,stable
BAT00140,2022-11-04,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.46,5.73,32.0,0.9,True,False,stable
BAT00330,2022-11-05,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.33,4.52,32.3,1.8,True,False,stable
BAT01380,2022-11-05,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,89.51,4.04,36.3,1.62,True,False,stable
BAT01663,2022-11-05,DRG005,Glimepiride,SUP020,Teva API Israel,93.85,3.3,34.5,1.79,True,False,stable
BAT00157,2022-11-06,DRG001,Lisinopril,SUP002,Cipla Chemical Works,90.92,4.98,35.1,1.82,True,False,stable
BAT01172,2022-11-06,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.35,1.65,29.4,1.81,True,True,stable
BAT00580,2022-11-07,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.8,2.93,35.8,1.83,True,False,stable
BAT01420,2022-11-07,DRG006,Ibuprofen,SUP015,Polpharma API Poland,88.81,4.59,30.1,1.28,True,False,stable
BAT01664,2022-11-07,DRG005,Glimepiride,SUP020,Teva API Israel,92.54,3.64,32.4,1.87,True,False,stable
BAT00832,2022-11-08,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,12.53,43.6,2.9,True,False,declining
BAT00351,2022-11-08,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.81,4.64,36.3,1.8,True,False,stable
BAT01626,2022-11-08,DRG001,Lisinopril,SUP020,Teva API Israel,92.21,3.66,29.9,1.39,True,False,stable
BAT01381,2022-11-08,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,90.84,4.89,34.2,1.82,True,False,stable
BAT01444,2022-11-09,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,90.94,4.17,28.0,1.95,True,False,stable
BAT01106,2022-11-12,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.67,1.66,28.2,1.69,True,True,stable
BAT00158,2022-11-13,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.78,5.24,29.5,1.53,True,False,stable
BAT00523,2022-11-14,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.85,3.21,31.1,1.7,True,False,stable
BAT00331,2022-11-14,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.39,4.76,31.4,2.27,True,False,stable
BAT01603,2022-11-14,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,97.12,1.58,33.6,1.87,True,True,stable
BAT01640,2022-11-15,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.89,3.67,29.7,1.51,True,False,stable
BAT00849,2022-11-16,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,12.35,46.0,2.88,True,False,declining
BAT01875,2022-11-17,DRG001,Lisinopril,SUP025,Lupin API Division,89.48,5.45,36.2,1.55,False,False,stable
BAT00703,2022-11-18,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.65,8.01,32.1,2.04,True,False,stable
BAT00159,2022-11-18,DRG001,Lisinopril,SUP002,Cipla Chemical Works,90.03,5.08,32.4,1.92,True,False,stable
BAT01022,2022-11-19,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.66,9.27,38.3,1.98,True,False,stable
BAT01546,2022-11-21,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.05,1.07,30.9,1.48,True,True,stable
BAT00396,2022-11-21,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,92.04,4.04,31.7,1.9,True,False,stable
BAT01472,2022-11-22,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,90.96,4.96,35.5,1.49,True,False,stable
BAT01091,2022-11-23,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.33,1.15,35.0,1.49,True,True,stable
BAT00782,2022-11-24,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,82.11,8.78,37.1,1.97,True,False,stable
BAT01899,2022-11-25,DRG004,Metformin HCl,SUP025,Lupin API Division,90.01,5.7,31.8,1.89,True,False,stable
BAT00934,2022-11-25,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.75,8.24,31.0,1.74,True,False,stable
BAT00865,2022-11-26,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,12.75,47.6,2.47,True,False,declining
BAT01838,2022-11-26,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,96.52,2.1,36.3,1.36,True,True,stable
BAT01641,2022-11-26,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.52,3.7,34.7,1.57,True,False,stable
BAT01768,2022-11-27,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,85.83,6.09,34.4,2.12,True,False,stable
BAT01682,2022-11-27,DRG009,Azithromycin,SUP020,Teva API Israel,93.39,3.56,32.2,1.6,True,False,stable
BAT01900,2022-11-27,DRG004,Metformin HCl,SUP025,Lupin API Division,87.34,5.56,35.1,2.3,True,False,stable
BAT00243,2022-11-30,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.59,5.01,38.0,1.91,True,False,stable
BAT01604,2022-12-01,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.22,1.67,31.9,2.22,True,True,stable
BAT01368,2022-12-01,DRG001,Lisinopril,SUP015,Polpharma API Poland,89.94,4.41,32.0,1.91,True,False,stable
BAT00996,2022-12-01,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.4,8.14,31.6,1.71,True,False,stable
BAT01243,2022-12-02,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.47,2.2,30.6,1.57,True,True,stable
BAT00959,2022-12-02,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.6,8.12,32.1,1.92,True,False,stable
BAT00011,2022-12-03,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,87.93,6.14,36.7,1.32,True,False,stable
BAT01458,2022-12-03,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,91.31,3.99,27.1,1.75,True,False,stable
BAT01459,2022-12-03,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,90.99,4.68,31.5,1.91,True,False,stable
BAT00160,2022-12-04,DRG001,Lisinopril,SUP002,Cipla Chemical Works,91.06,5.15,31.6,1.64,True,False,stable
BAT00720,2022-12-04,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.26,8.58,38.9,1.85,True,False,stable
BAT01304,2022-12-04,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,98.19,1.15,28.3,1.44,True,True,stable
BAT00141,2022-12-04,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,88.31,6.22,37.8,1.68,True,False,stable
BAT00119,2022-12-04,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.24,5.78,41.0,1.55,True,False,stable
BAT00187,2022-12-05,DRG005,Glimepiride,SUP002,Cipla Chemical Works,90.38,4.71,35.3,1.68,True,False,stable
BAT01092,2022-12-06,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,96.14,1.39,29.8,1.11,True,True,stable
BAT00756,2022-12-07,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.35,7.49,38.8,1.47,True,False,stable
BAT01821,2022-12-07,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,95.8,2.22,30.7,1.61,True,True,stable
BAT00397,2022-12-07,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.37,4.38,32.5,1.71,True,False,stable
BAT00900,2022-12-08,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.82,8.1,35.7,1.34,True,False,stable
BAT01561,2022-12-08,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.48,1.05,30.2,1.4,True,True,stable
BAT01702,2022-12-08,DRG013,Omeprazole,SUP020,Teva API Israel,92.96,3.87,35.0,1.81,True,False,stable
BAT00332,2022-12-09,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.54,4.61,31.3,1.49,True,False,stable
BAT01703,2022-12-10,DRG013,Omeprazole,SUP020,Teva API Israel,92.5,3.55,34.2,2.51,True,False,stable
BAT01748,2022-12-11,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,86.64,6.1,31.4,1.73,True,False,stable
BAT00581,2022-12-11,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,94.56,3.54,35.3,1.56,True,False,stable
BAT01795,2022-12-11,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,83.01,9.22,40.2,2.89,True,False,declining
BAT01786,2022-12-12,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,83.32,9.43,44.2,2.88,True,False,declining
BAT01283,2022-12-12,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,97.28,1.03,31.9,1.77,True,True,stable
BAT01851,2022-12-13,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,95.72,2.27,28.0,1.58,True,True,stable
BAT01547,2022-12-13,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.08,0.82,34.4,0.99,True,True,stable
BAT01331,2022-12-14,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,95.64,3.09,33.7,1.86,True,False,stable
BAT01473,2022-12-15,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,90.41,4.1,33.6,1.82,True,False,stable
BAT00244,2022-12-16,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.56,5.07,31.1,1.13,True,False,stable
BAT01421,2022-12-16,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.9,4.58,36.1,2.08,True,False,stable
BAT00901,2022-12-17,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.38,7.7,34.5,1.68,True,False,stable
BAT00161,2022-12-17,DRG001,Lisinopril,SUP002,Cipla Chemical Works,88.64,4.93,34.6,1.52,True,False,stable
BAT01382,2022-12-17,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,90.33,4.72,34.9,2.05,True,False,stable
BAT01284,2022-12-18,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,97.71,1.56,28.0,1.24,True,True,stable
BAT01218,2022-12-18,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,95.62,1.99,34.3,1.3,True,True,stable
BAT00935,2022-12-18,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.63,7.71,39.2,1.9,True,False,stable
BAT01642,2022-12-19,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,94.6,3.73,32.0,1.97,True,False,stable
BAT01244,2022-12-19,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.03,2.74,30.0,1.47,True,True,stable
BAT01720,2022-12-20,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.84,3.68,33.5,1.74,True,False,stable
BAT00372,2022-12-20,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,91.09,4.8,34.7,1.44,True,False,stable
BAT01422,2022-12-20,DRG006,Ibuprofen,SUP015,Polpharma API Poland,90.01,5.02,33.3,1.67,True,False,stable
BAT00619,2022-12-22,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,93.45,3.63,31.3,1.76,True,False,stable
BAT01605,2022-12-22,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.55,1.5,32.3,1.5,True,True,stable
BAT01460,2022-12-23,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,92.04,4.91,32.8,1.79,True,False,stable
BAT00481,2022-12-23,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,81.1,10.18,38.7,3.11,True,False,declining
BAT01627,2022-12-24,DRG001,Lisinopril,SUP020,Teva API Israel,93.03,3.26,32.0,1.45,True,False,stable
BAT00902,2022-12-24,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,85.11,8.05,33.0,1.45,True,False,stable
BAT00494,2022-12-25,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,80.51,10.07,42.4,2.7,True,False,declining
BAT00721,2022-12-26,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.27,8.18,34.0,1.4,True,False,stable
BAT00225,2022-12-26,DRG009,Azithromycin,SUP002,Cipla Chemical Works,88.82,4.85,42.1,1.78,True,False,stable
BAT01423,2022-12-26,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.77,4.65,36.1,1.4,True,False,stable
BAT01173,2022-12-26,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.24,0.8,29.3,1.87,True,True,stable
BAT01305,2022-12-27,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,96.01,0.92,28.0,1.59,True,True,stable
BAT01059,2022-12-28,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.42,9.97,37.4,1.82,True,False,stable
BAT01769,2022-12-28,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,84.81,6.56,33.3,1.65,True,False,stable
BAT01206,2022-12-28,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.62,2.3,29.3,1.58,True,True,stable
BAT00310,2022-12-28,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,90.71,4.25,31.4,1.4,True,False,stable
BAT00997,2022-12-29,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.09,7.94,33.7,2.36,True,False,stable
BAT01149,2022-12-29,DRG009,Azithromycin,SUP010,Novartis API GmbH,98.0,1.76,35.7,1.54,True,True,stable
BAT01174,2022-12-30,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.42,1.59,31.0,1.49,True,True,stable
BAT01749,2022-12-31,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,87.38,5.92,32.5,2.32,True,False,stable
BAT00881,2022-12-31,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,83.36,7.55,35.6,1.61,True,False,stable
BAT00998,2023-01-01,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.53,7.76,35.4,1.52,True,False,stable
BAT00850,2023-01-02,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,12.37,45.4,2.65,True,False,declining
BAT00429,2023-01-03,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,80.8,9.97,41.6,2.35,True,False,declining
BAT01461,2023-01-03,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,91.18,4.38,32.7,2.02,True,False,stable
BAT00704,2023-01-03,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.56,8.59,35.4,1.68,True,False,stable
BAT00641,2023-01-04,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.73,2.88,35.1,1.38,True,False,stable
BAT00757,2023-01-05,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.86,8.04,40.1,1.65,True,False,stable
BAT01397,2023-01-05,DRG004,Metformin HCl,SUP015,Polpharma API Poland,91.23,4.65,38.1,1.05,True,False,stable
BAT01383,2023-01-06,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,90.95,4.27,33.9,1.89,True,False,stable
BAT00188,2023-01-06,DRG005,Glimepiride,SUP002,Cipla Chemical Works,89.97,5.39,29.0,1.45,True,False,stable
BAT00207,2023-01-06,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.57,4.97,32.5,2.48,True,False,stable
BAT00206,2023-01-06,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,88.68,5.6,32.3,1.58,True,False,stable
BAT00866,2023-01-06,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,12.31,43.3,3.14,True,False,declining
BAT01093,2023-01-08,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.67,1.49,33.2,1.7,True,True,stable
BAT01259,2023-01-09,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.6,2.74,33.3,1.1,True,False,stable
BAT01332,2023-01-09,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,94.27,3.07,31.9,1.62,True,False,stable
BAT01548,2023-01-10,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.99,1.36,33.2,1.56,True,True,stable
BAT01938,2023-01-10,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,89.05,5.55,32.6,2.23,True,False,stable
BAT01175,2023-01-10,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.52,1.32,35.0,1.58,True,True,stable
BAT01562,2023-01-11,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,98.61,1.24,30.1,1.44,True,True,stable
BAT01617,2023-01-11,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,95.42,2.5,29.3,1.95,True,True,stable
BAT00030,2023-01-12,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,87.81,5.98,33.3,1.57,True,False,stable
BAT01487,2023-01-12,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,97.95,1.09,27.3,1.46,True,True,stable
BAT01721,2023-01-13,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.48,3.82,33.7,1.85,True,False,stable
BAT00999,2023-01-14,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.26,7.9,36.4,2.06,True,False,stable
BAT01060,2023-01-14,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,81.26,9.5,39.2,1.89,True,False,stable
BAT01150,2023-01-14,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.92,1.04,29.4,0.99,True,True,stable
BAT00373,2023-01-15,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.27,4.51,28.5,1.93,True,False,stable
BAT01683,2023-01-15,DRG009,Azithromycin,SUP020,Teva API Israel,92.25,3.21,28.1,1.61,True,False,stable
BAT01901,2023-01-16,DRG004,Metformin HCl,SUP025,Lupin API Division,90.08,5.24,32.9,1.93,True,False,stable
BAT01285,2023-01-18,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.98,1.54,34.4,1.74,True,True,stable
BAT00063,2023-01-18,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.82,6.2,30.3,1.91,True,False,stable
BAT00815,2023-01-19,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,12.59,40.3,2.92,True,False,declining
BAT00274,2023-01-19,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,90.02,5.11,33.3,1.48,True,False,stable
BAT00903,2023-01-20,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,85.05,8.29,35.2,1.64,True,False,stable
BAT00687,2023-01-20,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,84.03,8.51,37.3,1.93,True,False,stable
BAT00177,2023-01-21,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,88.65,4.7,33.8,2.31,True,False,stable
BAT00582,2023-01-22,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,93.25,3.75,30.7,2.36,True,False,stable
BAT00658,2023-01-22,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.56,8.06,35.0,2.29,True,False,stable
BAT00605,2023-01-22,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.47,3.41,28.1,1.75,True,False,stable
BAT01524,2023-01-22,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.51,0.73,29.5,1.82,True,True,stable
BAT01787,2023-01-23,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,80.0,9.09,39.0,2.87,True,False,declining
BAT00851,2023-01-24,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,13.05,50.3,2.87,True,False,declining
BAT00189,2023-01-25,DRG005,Glimepiride,SUP002,Cipla Chemical Works,89.82,5.2,38.5,1.56,True,False,stable
BAT00816,2023-01-25,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,12.64,43.7,2.85,True,False,declining
BAT00398,2023-01-25,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,92.61,4.16,33.0,1.14,True,False,stable
BAT01643,2023-01-26,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.82,3.54,32.4,1.72,True,False,stable
BAT01921,2023-01-26,DRG006,Ibuprofen,SUP025,Lupin API Division,90.27,5.54,35.4,1.75,True,False,stable
BAT01822,2023-01-26,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,95.64,2.04,30.7,1.41,True,True,stable
BAT00980,2023-01-27,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,83.62,7.58,38.2,1.54,True,False,stable
BAT01245,2023-01-28,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.48,1.88,32.9,2.11,True,True,stable
BAT01246,2023-01-29,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.17,2.39,29.8,1.63,True,True,stable
BAT00960,2023-01-29,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,83.19,8.45,36.7,1.75,True,False,stable
BAT00583,2023-01-29,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.57,3.4,32.1,1.38,True,False,stable
BAT00495,2023-01-29,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,80.14,9.78,41.5,2.72,True,False,declining
BAT01902,2023-01-30,DRG004,Metformin HCl,SUP025,Lupin API Division,88.22,5.42,27.9,1.71,True,False,stable
BAT00961,2023-01-30,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.65,8.42,34.0,1.66,True,False,stable
BAT01462,2023-01-31,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,90.53,4.57,30.8,1.26,True,False,stable
BAT01876,2023-01-31,DRG001,Lisinopril,SUP025,Lupin API Division,88.72,5.57,31.5,1.63,True,False,stable
BAT01023,2023-01-31,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.98,9.24,38.8,1.84,True,False,stable
BAT00416,2023-02-01,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,80.47,10.32,44.1,2.88,True,False,declining
